Study,Plot,TRT,GT,Wh,Pop,Rep,RXA,SXA,CXA,CSR,CF,CCS,Num,Dens,Perim,Pmdiff,AA,AAP,MXN,MXA,MXP,MXM,MXL,MXW,Lwmax,Lwrat,ECC,JSM,J_max,J_med,CDM,CD24med,AvgCDiam,MaxCD,HYP,OUT,CD35avg,INN
PA14,622,LN,Mo-001,2,IBM,6,1.806662985,0.491385793,1.315277192,2.676669146,11,NA,NA,NA,NA,NA,0.352298722,26.78513122,15,0.0803777,16.35735121,5394.174,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA,NA,54.8,36.3,NA,NA,NA
PA14,623,LN,Mo-181,2,IBM,6,1.151608844,0.268196983,0.883411861,3.293891868,9,NA,NA,NA,NA,NA,0.266756498,30.1961644,8,0.06161619,22.97422937,8143.952,NA,NA,NA,NA,NA,NA,NA,NA,35.8,NA,NA,52.4,40.4,NA,NA,NA
PA14,624,LN,Mo-030,2,IBM,6,1.212580013,0.269902012,0.942678001,3.492667552,12,NA,NA,NA,NA,NA,0.021368832,2.266821978,12,0.0412147,15.27024554,3152.416,NA,NA,NA,NA,NA,NA,NA,NA,28.65,NA,NA,46.8,36.8,NA,NA,NA
PA14,625,LN,NyH-015,2,NYH,6,1.871723763,0.383321018,1.488402745,3.882914515,13,NA,NA,NA,NA,NA,0.056543981,3.798970466,11,0.082308754,21.47253871,7772.204,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,60.6,29.7,NA,NA,NA
PA14,626,LN,NyH-181,2,NYH,6,1.549263766,0.359227096,1.190036671,3.312769791,9,NA,NA,NA,NA,NA,0.31184059,26.20428412,9,0.10168185,28.3057295,12026.784,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,66,42.1,NA,NA,NA
PA14,627,LN,Mo-365,2,IBM,6,2.287975665,0.649972867,1.638002799,2.520109505,13,NA,NA,NA,NA,NA,0.026949078,1.645240028,16,0.11303236,17.39031978,6420.753,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,50.5,30.5,NA,NA,NA
PA14,628,LN,Mo-365,2,IBM,6,2.590168208,0.702186645,1.887981563,2.688717562,11.66666667,NA,NA,NA,NA,NA,0.611017716,32.3635425,14,0.11109258,15.82094744,8359.807,NA,NA,NA,NA,NA,NA,NA,NA,38.4,NA,NA,61.9,41.4,NA,NA,NA
PA14,629,LN,Mo-317,2,IBM,6,1.631871984,0.529357272,1.102514712,2.082742167,10.66666667,NA,NA,NA,NA,NA,0.036795501,3.337415855,16,0.089383975,16.88537774,5302.963,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,51.3,37.8,NA,NA,NA
PA14,630,LN,OWRI-55,2,OWRI,6,1.547498431,0.427687769,1.119810662,2.618290123,11.33333333,NA,NA,NA,NA,NA,0.16617717,14.83975602,21,0.0710371,16.60957014,2789.388,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,38.9,24.5,NA,NA,NA
PA14,701,HN,NyH-068,2,NYH,7,1.62300234,0.395696293,1.227306048,3.101636457,13.33333333,NA,NA,NA,NA,NA,0.464224538,37.82467616,13,0.066055005,16.69335953,5505.916,NA,NA,NA,NA,NA,NA,NA,NA,29.45,NA,NA,44.7,29.6,NA,NA,NA
PA14,702,HN,NyH-060,2,NYH,7,1.583568267,0.491310248,1.092258018,2.223124078,12.66666667,NA,NA,NA,NA,NA,0.347701293,31.83325621,19,0.076916498,15.6556387,4056.129,NA,NA,NA,NA,NA,NA,NA,NA,26.960175,NA,NA,46.304,27.11165,NA,NA,NA
PA14,703,HN,NyH-113,2,NYH,7,0.920759671,0.286343262,0.634416409,2.215580012,8,NA,NA,NA,NA,NA,0.167193213,26.35386019,13,0.04410184,15.40173833,3740.745,NA,NA,NA,NA,NA,NA,NA,NA,34.05,NA,NA,51.2,37.8,NA,NA,NA
PA14,704,HN,Mo-181,2,IBM,7,1.141170784,0.247313634,0.893857149,3.614265554,9.333333333,NA,NA,NA,NA,NA,0.257878129,28.85003823,10,0.05718391,23.12202081,6247.416,NA,NA,NA,NA,NA,NA,NA,NA,34.95,NA,NA,55.3,34,NA,NA,NA
PA14,705,HN,Mo-323,2,IBM,7,2.455645267,0.708580503,1.747064764,2.465584017,11.33333333,NA,NA,NA,NA,NA,0.177837673,10.17922614,14,0.10278583,14.50587894,8438.299,NA,NA,NA,NA,NA,NA,NA,NA,34.55,NA,NA,58.7,39.9,NA,NA,NA
PA14,706,HN,Mo-146,2,IBM,7,1.511265467,0.408952801,1.102312666,2.69545205,11,NA,NA,NA,NA,NA,0.241269716,21.88759355,14,0.04769723,11.66326037,3087.369,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,45.5,29,NA,NA,NA
PA14,707,HN,Mo-263,2,IBM,7,1.508695571,0.487465579,1.021229992,2.094978672,11,NA,NA,NA,NA,NA,0.111937467,10.96104378,13,0.09615358,19.72520401,8842.753,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,46.4,24.1,NA,NA,NA
PA14,708,HN,Mo-111,2,IBM,7,1.472407381,0.448517328,1.023890054,2.282832771,11,NA,NA,NA,NA,NA,0.370594708,36.19477565,14,0.057858728,12.89999838,4378.133,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,55.4,30.3,NA,NA,NA
PA14,709,HN,NyH-015,2,NYH,7,1.304625443,0.218028697,1.086596747,4.983732711,9.333333333,NA,NA,NA,NA,NA,0.379275377,34.90488799,5,0.052160397,23.92363842,10863.206,NA,NA,NA,NA,NA,NA,NA,NA,45.65,NA,NA,70.3,47.7,NA,NA,NA
PA14,710,HN,Mo-129,2,IBM,7,1.145570741,0.243833797,0.901736944,3.698162248,10,NA,NA,NA,NA,NA,0.087635332,9.718503049,8,0.059317015,24.32682247,7774.747,NA,NA,NA,NA,NA,NA,NA,NA,34.05,NA,NA,52.4,43.3,NA,NA,NA
PA14,711,HN,Mo-317,2,IBM,7,1.513711811,0.379025368,1.134686442,2.993695243,13,NA,NA,NA,NA,NA,0.058074222,5.11808552,13,0.07112722,18.76582043,5509.005,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,51.2,21.8,NA,NA,NA
PA14,712,HN,NyH-126,2,NYH,7,1.225288523,0.303223505,0.922065018,3.040875797,9.333333333,NA,NA,NA,NA,NA,0.332579647,36.0690017,13,0.061356366,20.23469981,5584.591,NA,NA,NA,NA,NA,NA,NA,NA,36.4,NA,NA,48,33.5,NA,NA,NA
PA14,713,HN,NyH-181,2,NYH,7,1.297732643,0.341472556,0.956260087,2.800400997,10,NA,NA,NA,NA,NA,0.278533276,29.12735565,14,0.060209867,17.63241757,4235.866,NA,NA,NA,NA,NA,NA,NA,NA,32.4,NA,NA,48,40,NA,NA,NA
PA14,714,HN,Mo-178,2,IBM,7,2.181435234,0.65892752,1.522507714,2.310584498,11.66666667,NA,NA,NA,NA,NA,0.308282265,20.24832207,16,0.11813037,17.92767282,7635.932,NA,NA,NA,NA,NA,NA,NA,NA,33.8,NA,NA,46.7,42.4,NA,NA,NA
PA14,715,HN,NyH-128,2,NYH,7,1.890012539,0.525712787,1.364299752,2.595142795,12.66666667,NA,NA,NA,NA,NA,0.249599364,18.29505306,16,0.078264214,14.88725706,5108.912,NA,NA,NA,NA,NA,NA,NA,NA,29.55,NA,NA,49.5,27.5,NA,NA,NA
PA14,716,HN,Mo-365,2,IBM,7,1.537471782,0.410240644,1.127231137,2.74773149,12.33333333,NA,NA,NA,NA,NA,0.411400588,36.49656002,16,0.067345046,16.41598582,4402.844,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,45,25,NA,NA,NA
PA14,717,HN,Mo-059,2,IBM,7,1.411254524,0.432680732,0.978573792,2.26165327,10,NA,NA,NA,NA,NA,0.276264262,28.23131622,13,0.066701844,15.41594971,5785.183,NA,NA,NA,NA,NA,NA,NA,NA,25.75,NA,NA,50.9,25.6,NA,NA,NA
PA14,718,HN,Mo-352,2,IBM,7,1.304522252,0.322680896,0.981841356,3.042762582,10.66666667,NA,NA,NA,NA,NA,0.367835824,37.46387562,14,0.06014773,18.6400034,4200.799,NA,NA,NA,NA,NA,NA,NA,NA,29.55,NA,NA,41.9,34,NA,NA,NA
PA14,719,HN,Mo-277,2,IBM,7,1.086138881,0.286897081,0.799241801,2.785813642,9.333333333,NA,NA,NA,NA,NA,0.231356413,28.9469861,13,0.0495418,17.26814365,4763.328,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,69.1,30,NA,NA,NA
PA14,720,HN,NyH-039,2,NYH,7,2.022455389,0.578747511,1.443707878,2.494538379,9.666666667,NA,NA,NA,NA,NA,0.147130783,10.19117406,14,0.0637671,11.01812082,3980.584,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA,62.1,28,NA,NA,NA
PA14,721,HN,Mo-365,2,IBM,7,1.714771608,0.462616896,1.252154712,2.706677434,10.33333333,NA,NA,NA,NA,NA,0.514019237,41.05077684,13,0.09052502,19.56803153,7753.308,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA,NA,47.1,41.8,NA,NA,NA
PA14,722,HN,Mo-201,2,IBM,7,1.935142369,0.545348989,1.38979338,2.548447707,11.33333333,NA,NA,NA,NA,NA,0.249138221,17.92627774,17,0.07219995,13.23921956,4550.38,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA,NA,58.7,31.6,NA,NA,NA
PA14,723,HN,Mo-021,2,IBM,7,0.965013502,0.470669597,0.494343906,NA,11.66666667,NA,NA,NA,NA,NA,0,0,17,0.05543564,11.77803716,3545.968,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,41.5,28.1,NA,NA,NA
PA14,724,HN,Mo-181,2,IBM,7,0.932148383,0.284927486,0.647220897,2.271528476,8.666666667,NA,NA,NA,NA,NA,0.194488239,30.04974652,12,0.072110556,25.30838885,6764.884,NA,NA,NA,NA,NA,NA,NA,NA,30.55,NA,NA,53.3,34.6,NA,NA,NA
PA14,725,HN,Mo-030,2,IBM,7,1.352875762,0.251195377,1.101680385,4.385751038,9.666666667,NA,NA,NA,NA,NA,0.16748974,15.20311539,10,0.03787623,15.07839454,3619.736,NA,NA,NA,NA,NA,NA,NA,NA,38.7,NA,NA,63.2,32.2,NA,NA,NA
PA14,726,HN,Mo-344,2,IBM,7,0.908559953,0.273101301,0.635458652,2.326823963,9,NA,NA,NA,NA,NA,0.208826186,32.86227763,10,0.050252233,18.40058351,5018.064,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,40.8,29.5,NA,NA,NA
PA14,727,HN,Mo-001,2,IBM,7,2.072203181,0.512032213,1.560170968,3.047017215,10.33333333,NA,NA,NA,NA,NA,0.232448771,14.89892938,14,0.095192775,18.59116918,6600.995,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,67.9,44.7,NA,NA,NA
PA14,728,HN,Mo-048,2,IBM,7,1.544775891,0.460703998,1.084071893,2.353076807,10.66666667,NA,NA,NA,NA,NA,0.213051684,19.65291094,17,0.09007297,19.55115874,5299.692,NA,NA,NA,NA,NA,NA,NA,NA,31.55,NA,NA,44.6,37.1,NA,NA,NA
PA14,729,HN,OWRI-55,2,OWRI,7,1.427108559,0.415990945,1.011117614,2.430624097,11,NA,NA,NA,NA,NA,0.361396556,35.74228663,14,0.07899208,18.98889412,6016.844,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,52,34.1,NA,NA,NA
PA14,730,HN,Mo-178,2,IBM,7,1.424729089,0.392392327,1.032336762,2.630879072,11,NA,NA,NA,NA,NA,0.221847194,21.48980856,10,0.06231063,15.87967595,6644.602,NA,NA,NA,NA,NA,NA,NA,NA,30.9,NA,NA,50,31,NA,NA,NA
PA14,801,HN,Mo-178,2,IBM,8,1.53602005,0.433317975,1.10270215,2.5448048,10,NA,NA,NA,NA,NA,0.065099368,5.90362215,15.5,0.062903503,14.5171265,4646.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,802,HN,Mo-048,2,IBM,8,1.4652159,0.419855235,1.0453607,2.48981025,10.5,NA,NA,NA,NA,NA,0.0493326,4.71919405,15,0.095901752,22.846742,7016.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,803,HN,Mo-263,2,IBM,8,1.9863233,0.638743735,1.34757955,2.10974695,13.33333333,NA,NA,NA,NA,NA,0.072984809,5.41599265,18.5,0.134188615,21.021428,7927.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,805,HN,Mo-365,2,IBM,8,2.1816796,0.596495,1.58518465,2.6587851,13.83333333,NA,NA,NA,NA,NA,0.046881311,2.95746685,16,0.10822906,18.166877,6914.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,806,HN,Mo-344,2,IBM,8,1.42286235,0.40899822,1.0138642,2.47902215,9.166666667,NA,NA,NA,NA,NA,0.06869297,6.775362,12.5,0.079461225,19.4348345,7582.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,807,HN,Mo-352,2,IBM,8,1.2855511,0.31385214,0.97169898,3.09605025,11.16666667,NA,NA,NA,NA,NA,0.13334715,13.7230925,15.5,0.064057995,20.40059,4332.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,808,HN,NyH-015,2,NYH,8,1.465843043,0.359158056,1.106684987,3.08133138,12,NA,NA,NA,NA,NA,0.411906465,37.21984753,8,0.087363871,24.32463066,10298.125,NA,NA,NA,NA,NA,NA,NA,NA,32.1705,NA,NA,44.2652,30.738,NA,NA,NA
PA14,809,HN,Mo-129,2,IBM,8,1.6254155,0.346663605,1.2787519,3.6874906,8.833333333,NA,NA,NA,NA,NA,0.120150045,9.395884,13.5,0.090165628,26.01061,6785.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,810,HN,Mo-178,2,IBM,8,1.4553516,0.423617435,1.03173425,2.4355071,10,NA,NA,NA,NA,NA,0.153700013,14.89724825,15.5,0.084035953,19.861738,6078.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,811,HN,NyH-128,2,NYH,8,1.7429969,0.387950795,1.35504615,3.49317335,11.83333333,NA,NA,NA,NA,NA,0.205919978,15.19652875,12.5,0.068490093,17.661671,5689.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,812,HN,Mo-323,2,IBM,8,1.94996475,0.44255084,1.50741395,3.40610485,12,NA,NA,NA,NA,NA,0.311443322,20.6607695,13,0.08018619,18.1129215,5963.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,813,HN,Mo-059,2,IBM,8,1.453559,0.411593025,1.04196605,2.5328975,11.33333333,NA,NA,NA,NA,NA,0.139654444,13.4029745,15.5,0.072845513,17.7154205,4716.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,814,HN,NyH-039,2,NYH,8,1.91065265,0.49618786,1.4144647,2.85186805,11.16666667,NA,NA,NA,NA,NA,0.108671735,7.68288775,15,0.09192335,18.5262845,6490.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,815,HN,Mo-181,2,IBM,8,2.0467978,0.52484923,1.52194845,2.901176,10.66666667,NA,NA,NA,NA,NA,0.316158461,20.77327,20,0.099468798,18.958688,5436.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,816,HN,NyH-068,2,NYH,8,1.38691265,0.315680355,1.0712323,3.3922527,11.16666667,NA,NA,NA,NA,NA,0.059943737,5.59577385,11,0.05685068,18.010342,5356.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,817,HN,Mo-201,2,IBM,8,1.9713604,0.520261965,1.4510984,2.78891225,12.83333333,NA,NA,NA,NA,NA,0.071549851,4.93073735,15.5,0.10150815,19.5069845,6704.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,818,HN,Mo-021,2,IBM,8,1.85248465,0.57909515,1.27338955,2.2004293,10.16666667,NA,NA,NA,NA,NA,0.137512077,10.798901,15,0.098776175,17.0638605,6357.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,819,HN,Mo-146,2,IBM,8,2.1314636,0.5655421,1.56592155,2.775709,12.5,NA,NA,NA,NA,NA,0.170391069,10.88120085,12,0.09481667,16.860885,8113.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,820,HN,Mo-365,2,IBM,8,0.9397024,0.218680625,0.7210218,3.2973093,10.16666667,NA,NA,NA,NA,NA,0.0770556,10.687,10,0.045763992,20.9379875,4658.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,821,HN,Mo-001,2,IBM,8,1.70585495,0.44169959,1.2641554,2.86223905,10,NA,NA,NA,NA,NA,0.120429562,9.526484,14.5,0.087236697,19.751305,5872.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,822,HN,Mo-277,2,IBM,8,1.0046447,0.265969215,0.7386755,2.77722165,8.166666667,NA,NA,NA,NA,NA,0.082696395,11.1952265,10,0.053638671,20.1674865,5370.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,823,HN,NyH-126,2,NYH,8,1.5882117,0.42418124,1.1640305,2.7471682,13.16666667,NA,NA,NA,NA,NA,0.075015053,6.44442335,14,0.09503761,22.4133645,6756.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,824,HN,Mo-030,2,IBM,8,1.395676634,0.30969767,1.085978964,3.50657777,10,NA,NA,NA,NA,NA,0.010629902,0.97883129,11,0.055037716,17.77143352,5343.659,NA,NA,NA,NA,NA,NA,NA,NA,39.3637,NA,NA,44.3307,39.3637,NA,NA,NA
PA14,825,HN,Mo-317,2,IBM,8,1.26504,0.301217765,0.9638223,3.19986595,8.666666667,NA,NA,NA,NA,NA,0.18638107,19.3377005,9,0.07346564,24.397453,8208.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,826,HN,NyH-181,2,NYH,8,1.5011442,0.364345665,1.1367985,3.12156965,9.666666667,NA,NA,NA,NA,NA,0.132698532,11.67300375,11.5,0.10022683,27.570509,9389.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,827,HN,OWRI-55,2,OWRI,8,1.5558721,0.464820325,1.0910518,2.3472608,10.66666667,NA,NA,NA,NA,NA,0.19232401,17.627395,17.5,0.095229115,20.486345,6279.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,828,HN,NyH-113,2,NYH,8,0.8088212,0.203152745,0.60566845,2.9823578,7.166666667,NA,NA,NA,NA,NA,0.13861713,22.8866355,11,0.046622502,22.9492405,3963.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,829,HN,NyH-060,2,NYH,8,1.4845092,0.3856342,1.09887505,2.84946,11,NA,NA,NA,NA,NA,0.18654944,16.9764015,13,0.108321363,28.100802,8709.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,830,HN,Mo-181,2,IBM,8,1.1956771,0.267369185,0.92830792,3.4711675,10.5,NA,NA,NA,NA,NA,0.107714371,11.603302,9,0.050876536,19.0276545,6322.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,101,LN,NyH-126,1,NYH,1,0.432534469,0.122830209,0.309704261,2.521401403,7,NA,NA,NA,NA,NA,0.052002562,16.79103846,6,0.026554605,21.61895293,4005.205,NA,NA,NA,NA,NA,NA,NA,NA,27.7753,NA,NA,35.6964,36.2344,NA,NA,NA
PA14,102,LN,Mo-323,1,IBM,1,0.895703151,0.176022169,0.719680981,4.088581484,7,NA,NA,NA,NA,NA,0.229439136,31.88067248,6,0.028597407,16.24648034,4818.565,NA,NA,NA,NA,NA,NA,NA,NA,38.9947,NA,NA,48.2257,51.8564,NA,NA,NA
PA14,103,LN,NyH-039,1,NYH,1,0.587018628,0.12621,0.460808628,3.651126136,7,NA,NA,NA,NA,NA,0.157742145,34.23159545,6,0.025477736,20.18678051,4296.571,NA,NA,NA,NA,NA,NA,NA,NA,33.00315,NA,NA,42.0727,33.0423,NA,NA,NA
PA14,104,LN,NyH-128,1,NYH,1,0.789469473,0.19266982,0.596799652,3.097525351,9,NA,NA,NA,NA,NA,0.231761972,38.83413329,10,0.041729639,21.65862752,4629.235,NA,NA,NA,NA,NA,NA,NA,NA,27.2481,NA,NA,42.2413,29.3346,NA,NA,NA
PA14,105,LN,Mo-365,1,IBM,1,0.618004254,0.15204561,0.465958644,3.064597811,9,NA,NA,NA,NA,NA,0.195456311,41.94713695,11,0.027329065,17.97425462,2519.502,NA,NA,NA,NA,NA,NA,NA,NA,21.29525,NA,NA,31.0256,21.1437,NA,NA,NA
PA14,106,LN,Mo-048,1,IBM,1,0.912981318,0.215288347,0.69769297,3.240737269,7,NA,NA,NA,NA,NA,0.096957775,13.89691157,8,0.049147264,22.82857611,6362.416,NA,NA,NA,NA,NA,NA,NA,NA,40.98165,NA,NA,52.3987,39.7678,NA,NA,NA
PA14,107,LN,Mo-059,1,IBM,1,0.541759184,0.130867848,0.410891336,3.139742432,7,NA,NA,NA,NA,NA,0.100284264,24.40651707,7,0.024093172,18.41030654,3418.409,NA,NA,NA,NA,NA,NA,NA,NA,26.8182,NA,NA,40.8102,39.1949,NA,NA,NA
PA14,108,LN,OWRI-55,1,OWRI,1,0.315680543,0.089565679,0.226114863,2.524570405,6,NA,NA,NA,NA,NA,0.08987673,39.74826285,10,0.023749046,26.51578795,2371.671,NA,NA,NA,NA,NA,NA,NA,NA,18.7747,NA,NA,30.4289,27.4928,NA,NA,NA
PA14,109,LN,Mo-263,1,IBM,1,0.854183651,0.265318919,0.588864731,2.219460012,8,NA,NA,NA,NA,NA,0.232795455,39.53292549,12,0.055024993,20.7391895,5138.832,NA,NA,NA,NA,NA,NA,NA,NA,33.9107,NA,NA,37.5277,27.5165,NA,NA,NA
PA14,110,LN,Mo-030,1,IBM,1,0.879795377,0.189408743,0.690386634,3.644956525,8,NA,NA,NA,NA,NA,0.197889204,28.66353344,9,0.03237732,17.09388905,3734.692,NA,NA,NA,NA,NA,NA,NA,NA,34.4821,NA,NA,42.6256,45.9093,NA,NA,NA
PA14,111,LN,NyH-060,1,NYH,1,0.566024858,0.147208156,0.418816702,2.845064525,9,NA,NA,NA,NA,NA,0.038798513,9.263840848,10,0.025285095,17.17642244,2841.355,NA,NA,NA,NA,NA,NA,NA,NA,26.73655,NA,NA,35.6746,25.2385,NA,NA,NA
PA14,112,LN,Mo-181,1,IBM,1,1.075233356,0.23327911,0.841954226,3.66125265,9.333333333,NA,NA,NA,NA,NA,0.262525029,31.18043956,9.333333333,0.040803305,17.6197999,3696.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,114,LN,Mo-111,1,IBM,1,0.808306261,0.195277536,0.613028724,3.139269041,9,NA,NA,NA,NA,NA,0.011788401,1.922976989,10,0.030224595,15.47776328,3208.665,NA,NA,NA,NA,NA,NA,NA,NA,29.16055,NA,NA,34.5242,38.918,NA,NA,NA
PA14,115,LN,Mo-146,1,IBM,1,0.659041285,0.14993359,0.509107695,3.395554621,9,NA,NA,NA,NA,NA,0.109875153,21.58190781,9,0.027201183,18.14215431,3273.915,NA,NA,NA,NA,NA,NA,NA,NA,29.03435,NA,NA,34.0628,32.5694,NA,NA,NA
PA14,116,LN,Mo-365,1,IBM,1,0.816293533,0.22713963,0.589153903,2.593796171,7,NA,NA,NA,NA,NA,0.164834111,27.97810727,13,0.029342474,12.91825376,2746.145,NA,NA,NA,NA,NA,NA,NA,NA,36.87735,NA,NA,46.4375,39.784,NA,NA,NA
PA14,117,LN,Mo-352,1,IBM,1,0.789520443,0.183938451,0.605581992,3.292307782,8,NA,NA,NA,NA,NA,0.12696585,20.96592231,10,0.032246583,17.531181,3421.329,NA,NA,NA,NA,NA,NA,NA,NA,33.431,NA,NA,44.7802,34.3649,NA,NA,NA
PA14,118,LN,NyH-015,1,NYH,1,0.655378288,0.193485292,0.461892997,2.387225369,8,NA,NA,NA,NA,NA,0.071926194,15.57204686,15,0.043451421,22.45722165,2846.722,NA,NA,NA,NA,NA,NA,NA,NA,28.9798,NA,NA,31.6031,34.0626,NA,NA,NA
PA14,119,LN,Mo-201,1,IBM,1,0.671270103,0.138857452,0.532412651,3.834238936,8,NA,NA,NA,NA,NA,0.044170887,8.296363216,7,0.025431903,18.31511544,3897.371,NA,NA,NA,NA,NA,NA,NA,NA,38.1089,NA,NA,43.2836,34.1195,NA,NA,NA
PA14,120,LN,NyH-181,1,NYH,1,0.65623448,0.179847939,0.476386541,2.64882959,7,NA,NA,NA,NA,NA,0.145679066,30.58001306,12,0.044698182,24.85331907,4003.476,NA,NA,NA,NA,NA,NA,NA,NA,36.8199,NA,NA,45.8777,34.9842,NA,NA,NA
PA14,121,LN,Mo-129,1,IBM,1,0.3717285,0.085515388,0.286213113,3.346919434,6,NA,NA,NA,NA,NA,0.072853867,25.45441287,6,0.013534931,15.82748062,2135.603,NA,NA,NA,NA,NA,NA,NA,NA,33.431,NA,NA,37.2859,37.008,NA,NA,NA
PA14,122,LN,Mo-178,1,IBM,1,0.520299454,0.126737126,0.393562328,3.105343643,6,NA,NA,NA,NA,NA,0.093643067,23.79370697,7,0.019947615,15.73936197,3631.728,NA,NA,NA,NA,NA,NA,NA,NA,39.7677,NA,NA,43.0292,53.4364,NA,NA,NA
PA14,123,LN,Mo-317,1,IBM,1,0.657387828,0.17378512,0.483602728,2.794395171,7,NA,NA,NA,NA,NA,0.120134903,24.8416512,8,0.028962873,16.65324368,3746.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA14,124,LN,Mo-178,1,IBM,1,0.847844582,0.144550718,0.703293865,4.865377885,8,NA,NA,NA,NA,NA,0.206924099,29.42213909,5,0.024447171,16.91252157,4849.418,NA,NA,NA,NA,NA,NA,NA,NA,39.4579,NA,NA,50.6431,28.0741,NA,NA,NA
PA14,125,LN,Mo-021,1,IBM,1,0.661256511,0.219694468,0.441562043,2.009891498,8,NA,NA,NA,NA,NA,0.243759652,55.20394155,11,0.029546652,13.44897419,2762.897,NA,NA,NA,NA,NA,NA,NA,NA,32.5497,NA,NA,35.6745,36.7275,NA,NA,NA
PA14,126,LN,Mo-277,1,IBM,1,0.800145907,0.212077796,0.588068111,2.77288864,8,NA,NA,NA,NA,NA,0.22458716,38.19067148,12,0.037529919,17.69629788,3612.105,NA,NA,NA,NA,NA,NA,NA,NA,35.3104,NA,NA,40.5721,28.5079,NA,NA,NA
