Study,Plot,TRT,GT,Wh,Pop,Rep,RXA,SXA,CXA,CSR,CF,CCS,Num,Dens,Perim,Pmdiff,AA,AAP,MXN,MXA,MXP,MXM,MXL,MXW,Lwmax,Lwrat,ECC,JSM,J_max,J_med,CDM,CD24med,AvgCDiam,MaxCD,HYP,OUT,CD35avg,INN
PA16,329,LN,33,4,Hybrid,F1,5.344070759,1.780982156,3.563088602,2.000631275,20.5,1143.772117,4744.526301,1331.576851,9.429645267,29.03848358,0.145389753,4.080441697,33,0.213922755,12.01150468,6286.615928,95.56809122,86.93814527,130.051723,1.121207148,0.45224086,6.49E-08,5.55E-09,1.62E-09,30.92231081,14.81602872,66.70838514,51.67911486,20.64668581,13.05198986,18.0574527,44.35694426
PA16,330,LN,30,4,Hybrid,F1,5.066666735,1.742622869,3.324043865,1.907494687,19,1122.134454,3733.172334,1123.081549,9.178060541,29.58139992,0.484694315,14.58146566,28,0.273355582,15.68644522,10044.46893,121.6415287,102.3330912,168.4360338,1.164498812,0.512343224,0.000000114,0.000000011,4.12E-09,33.67048818,13.26003716,63.55117736,56.35131419,29.14130405,13.38469932,16.83807207,34.94294257
PA16,331,LN,24,4,Hybrid,F1,4.410654897,1.370009875,3.040645022,2.219432924,19,963.717525,4758.384723,1564.926089,7.2285256,14.48583302,0.29339149,9.648988561,21,0.162275247,11.84482318,9151.0569,106.2898,106.2897,127.7225,1.060528477,0.333002004,5.78E-08,5.76E-09,3.40E-09,28.52385,15.67885,68.37075,41.4553,29.9161,14.51035,18.5187,34.8859
PA16,332,LN,10,4,Hybrid,F1,5.207598804,1.934504609,3.273094196,1.691954716,14.5,1819.653075,3199.434313,977.4953367,7.9803096,19.63546361,0.070450127,2.152401443,26,0.254570898,13.15948781,9853.230573,128.09955,101.15335,142.5432,1.245872,0.595625419,0.000000102,7.11E-09,3.84E-09,36.0909,18.50285,94.9692,51.2704,30.91265,12.2277,27.94678333,40.2961
PA16,333,LN,44,4,Hybrid,F1,2.372862726,0.711558609,1.661304117,2.334739678,14,1389.404413,2278.901391,1371.754495,5.3804757,15.08022625,0.113988706,6.861399096,19,0.114910084,16.14906808,6661.306389,103.0324,82.3418,142.5051,1.267298723,0.614290524,3.25E-08,5.28E-09,1.82E-09,30.4661,19.2995,80.7508,56.121,34.0495,14.7102,22.27751667,27.4612
PA16,334,LN,23,4,Hybrid,F1,1.850877444,0.453456256,1.397421188,3.081711122,15,1223.49195,2468.453141,1766.434603,4.6826611,10.50972013,0.016775731,1.200477776,13,0.066230127,14.60562637,5570.508534,85.9176,79.3996,110.1272,1.160470582,0.507385155,1.45E-08,1.99E-09,1.23E-09,26.84765,14.6979,74.06445,48.5224,29.4536,15.7196,19.5468,25.35915
PA16,335,LN,14,4,Hybrid,F1,3.15412528,0.787415307,2.366709973,3.005669245,16.5,1768.420675,2738.098112,1156.921694,6.2702252,13.02502486,0.005936945,0.250852228,16,0.137008287,17.39974898,8688.195146,117.44915,93.25865,131.0635,1.218172745,0.571068973,4.84E-08,4.62E-09,2.89E-09,33.1744,16.08475,71.8996,49.4482,24.7168,13.5141,19.98461667,39.2803
PA16,336,LN,4,4,Hybrid,F1,5.011828395,1.971971815,3.03985658,1.541531454,18.5,1209.063544,5406.628648,1778.580175,9.198057044,32.80524412,0,0,27,0.191083593,9.689975851,7536.56845,103.3338514,94.30609459,129.2887905,1.085550284,0.389108856,6.26E-08,6.21E-09,2.34E-09,26.75582432,13.95627534,60.54661149,57.2278277,25.25911655,12.34557095,16.20601182,29.97674831
PA16,338,LN,37,4,Hybrid,F1,6.774401088,2.572257447,4.202143641,1.633640384,20.5,1248.397971,5756.6321,1369.927492,10.83785952,32.95029655,0,0,33,0.320303625,12.45223824,9825.814588,119.5392399,110.9333953,157.6738108,1.151142909,0.495335299,0.000000143,1.14E-08,0.000000004,30.48640878,14.45748649,66.28744257,55.56067905,25.24983615,14.05115709,17.49508784,34.68516892
PA16,339,LN,13,4,Hybrid,F1,3.875254098,1.178912114,2.696341984,2.287144184,14,1175.452008,2470.90253,916.3906301,6.8538196,15.07026873,0.581389357,21.56215198,17,0.151683689,12.86641193,9008.041354,112.7123,102.5552,128.6507,1.0879839,0.393951454,5.72E-08,5.83E-09,3.35E-09,37.27475,28.5427,115.5826,55.7185,33.5602,16.354,33.11563333,38.74635
PA16,340,LN,25,4,Hybrid,F1,5.197874293,1.767310421,3.430563872,1.941121283,15.5,1734.480375,3520.61075,1026.248419,7.8315577,16.16226536,0.239931243,6.993930222,23,0.15389855,8.708065569,7148.99435,101.4144,89.6671,111.0702,1.108739624,0.431892662,4.29E-08,2.65E-09,2.05E-09,35.2232,22.3645,92.2703,49.9718,36.04635,20.43305,23.99191667,31.71795
PA16,342,LN,2,4,Hybrid,F1,3.153636041,0.86398575,2.289650291,2.650101915,14,1846.04935,2012.114574,878.7868532,6.2895996,14.7162063,0.467132661,20.40192175,17,0.131570215,15.22828528,8088.63128,103.9889,96.649,135.6237,1.146621279,0.489278599,4.31E-08,5.43E-09,2.69E-09,38.0639,26.7412,115.2114,53.892,33.8968,26.59575,29.76628333,35.16885
PA16,343,LN,38,4,Hybrid,F1,5.141500429,2.02749168,3.114008749,1.535892246,15.5,1419.9856,3813.38428,1224.590098,7.8692227,20.50624533,0.001316677,0.042282386,19,0.144911433,7.147325671,7784.938739,104.4834,95.4376,116.4051,1.068550753,0.352406613,4.62E-08,3.77E-09,2.50E-09,32.2448,21.9286,97.92095,45.0982,33.16115,19.58785,26.19123333,34.59645
PA16,344,LN,5,4,Hybrid,F1,3.030756713,0.930814957,2.099941756,2.256024938,14,1295.052925,2453.058579,1168.155532,6.0187396,14.65010275,0.007525283,0.358356753,14,0.121609781,13.06487185,9031.668476,115.2347,99.3215,124.706,1.10992173,0.433453988,4.42E-08,4.91E-09,3.23E-09,33.0145,21.0959,97.2122,44.9807,34.84955,20.3173,25.66065,31.97245
PA16,401,LN,11,4,Hybrid,F2,3.152921278,0.945483582,2.207437696,2.334718167,13.5,1653.361588,2576.265572,1167.084161,6.1927366,14.95152101,0.264419251,11.97856011,16,0.137590119,14.55235416,8409.714893,110.68245,93.70225,134.2127,1.179371964,0.529929534,5.01E-08,6.67E-09,2.88E-09,33.02965,24.319,105.0749,53.8197,34.83245,25.2811,26.67318333,30.016
PA16,402,LN,3,4,Hybrid,F2,3.152498082,0.849820598,2.302677484,2.709604228,13,2251.3051,1997.992033,867.6820988,6.0380356,10.91064392,0.382195664,16.59788079,18,0.133610592,15.72221151,7550.258469,107.4132,89.80695,118.4761,1.177999058,0.5285578,0.000000041,3.57E-09,2.29E-09,38.3067,36.69625,135.33315,51.3226,33.234,16.3542,39.95496667,30.33105
PA16,403,LN,13,4,Hybrid,F2,2.614511717,0.726691185,1.887820532,2.597830511,13.5,1588.633475,1929.739087,1022.204735,5.6552129,13.8735939,0.575377602,30.47840577,15,0.098975226,13.61998445,6758.617967,94.1157,89.5604,104.7236,1.046838894,0.29577761,2.77E-08,2.92E-09,1.89E-09,35.2928,28.43105,102.18805,51.741,33.9949,12.7183,29.94505,32.4652
PA16,404,LN,34,4,Hybrid,F2,1.22174854,0.319464528,0.902284012,2.824363684,10.5,1550.480525,1086.292959,1203.936837,3.817452,11.79301497,0.451543619,50.04451074,10,0.058359941,18.26805056,6312.911866,95.3265,84.01435,102.8669,1.137018843,0.474773785,1.49E-08,2.24E-09,1.60E-09,32.5202,26.90095,106.8133,55.9604,29.28525,18.2674,31.48896667,27.10025
PA16,405,LN,20,4,Hybrid,F2,3.986459133,1.288160469,2.698298664,2.094691406,14.5,1383.636688,4151.499133,1538.561757,6.8400732,14.86871442,0.79094161,29.31260428,18,0.159186687,12.35767524,9478.090761,110.93855,107.08255,137.2034,1.121679699,0.452948286,6.28E-08,6.53E-09,3.69E-09,28.7672,20.8027,91.5161,42.2841,23.6656,15.607,25.3468,26.72515
PA16,406,LN,28,4,Hybrid,F2,4.31090885,1.215194049,3.095714801,2.547506551,14.5,2648.679313,2981.634252,963.1488829,6.4916213,3.920169723,0.614586427,19.85281161,19,0.177306575,14.5908034,10294.88824,124.6424,106.0033,137.0972,1.127604615,0.462084933,7.57E-08,6.98E-09,4.14E-09,36.3587,28.71355,130.5623,62.5729,36.5413,26.9644,34.83101667,28.6177
PA16,407,LN,15,4,Hybrid,F2,3.725786477,1.341275316,2.384511161,1.777793964,16,1326.498088,3670.19749,1539.182349,6.7646041,19.07881624,0.013738829,0.576169641,24,0.145579248,10.85379313,6375.466954,100.66015,84.6281,120.4789,1.177046407,0.527452032,3.99E-08,3.62E-09,1.65E-09,28.7614,13.3627,62.5239,49.8643,26.41095,13.3627,16.42008333,29.71775
PA16,409,LN,31,4,Hybrid,F2,3.573020321,1.201148442,2.371871879,1.974670071,14,1813.184938,2331.084477,982.8037077,6.6353123,17.72096741,0,0,16,0.125946822,10.48553351,7930.429941,106.71555,96.91085,120.2922,1.077541691,0.371728944,4.15E-08,3.65E-09,2.57E-09,35.9933,24.09035,104.41055,51.4192,38.0811,19.248,28.59578333,32.9447
PA16,410,LN,10,4,Hybrid,F2,4.31949098,1.531740591,2.787750389,1.819988584,12.5,2379.586663,1711.413934,613.9050115,7.1672954,17.41967832,0.172463454,6.18647404,23,0.254363229,16.60615578,10824.15713,138.0582,102.4907,151.3943,1.326603199,0.65709829,0.000000109,7.26E-09,4.51E-09,45.5412,33.49435,160.7467,60.7918,40.89135,31.26035,43.35496667,50.8668
PA16,411,LN,5,4,Hybrid,F2,3.194504985,1.038587791,2.155917194,2.075816038,14.5,1529.072813,2707.246991,1255.728652,6.2264603,16.40510692,0.00912155,0.423093727,18,0.143100408,13.7783642,8283.561841,109.32995,95.1256,123.0734,1.145944599,0.488211938,4.89E-08,4.40E-09,2.71E-09,31.8425,21.4327,103.98615,47.0492,32.01735,14.46025,29.97855,32.3647
PA16,412,LN,17,4,Hybrid,F2,3.874380455,1.235904152,2.638476303,2.134855116,13,1629.766583,1801.480853,682.7731788,6.7515342,14.71374215,0.594592945,22.53546655,19,0.180190825,14.57967635,9669.315056,119.5095,104.7235,144.093,1.177071718,0.527482485,7.17E-08,7.54E-09,3.81E-09,43.1834,32.06285,137.7688,55.6183,33.48145,26.24275,37.4443,43.02595
PA16,413,LN,21,4,Hybrid,F2,4.896549423,1.641329267,3.255220156,1.983282831,18,1347.154963,4684.728635,1439.14341,7.6837455,16.76190291,0.002871305,0.088206175,25,0.1573256,9.585255285,6481.087138,96.6899,89.6817,117.9842,1.076228229,0.369650316,4.35E-08,3.36E-09,1.73E-09,29.74425,16.9185,71.9259,50.7007,27.34535,13.0468,19.68241667,32.5233
PA16,414,LN,30,4,Hybrid,F2,3.740491816,1.127737722,2.612754094,2.316810056,16.5,1338.892938,4308.988639,1649.213238,6.7389504,14.97200456,0.357379764,13.67827782,18,0.094016529,8.336737073,5313.725025,83.82255,81.66855,106.0033,1.022754094,0.209749841,2.17E-08,2.92E-09,1.17E-09,27.7854,19.33215,79.36125,46.0266,27.57495,16.5817,21.05778333,29.5977
PA16,415,LN,4,4,Hybrid,F2,4.337612472,1.147796853,3.189815619,2.779076812,19,1490.349113,4334.741741,1358.931756,7.2013416,12.08270657,0,0,19,0.12269964,10.69001365,6783.292687,95.3959,91.6358,113.2388,1.08225402,0.382398528,3.51E-08,3.27E-09,1.90E-09,30.6095,16.7211,73.72905,43.6685,25.61315,17.1744,19.03283333,35.5215
PA16,417,LN,19,4,Hybrid,F2,3.231653156,1.032086359,2.199566796,2.131184834,15,1601.498138,2764.932424,1257.034989,6.1773289,14.89152977,0.026570497,1.207987729,19,0.112016171,10.85337189,6387.462952,90.897,89.9468,108.4688,1.072420722,0.361247783,3.03E-08,3.20E-09,1.68E-09,31.82595,13.1645,77.25155,44.0077,25.1098,13.0025,21.49868333,31.7099
PA16,418,LN,32,4,Hybrid,F2,2.515365092,0.830247616,1.685117476,2.029656506,14,1352.3389,2111.677789,1253.133873,5.5090775,16.47025774,0.60164479,35.70343304,18,0.119316927,14.37124593,6839.08135,103.67185,84.56805,115.126,1.21806345,0.570962501,0.000000032,2.60E-09,1.82E-09,31.87545,23.209,103.2936,42.5743,33.57585,14.2813,29.82181667,24.98135
PA16,419,LN,40,4,Hybrid,F2,4.298197702,1.489738874,2.808458827,1.885202082,18,1228.617878,3678.165976,1309.674167,8.473687466,29.89217067,0.025560311,0.910118763,22,0.196609435,13.19757697,9554.124574,115.5997078,105.7118514,133.9285777,1.102799318,0.421596609,7.42E-08,6.01E-09,3.75E-09,31.17980743,17.85383784,74.65968412,51.71443581,22.61343919,17.3553277,19.25633333,33.45371453
PA16,420,LN,23,4,Hybrid,F2,2.236938392,0.632679931,1.604258461,2.53565568,13,1461.2371,1929.00496,1202.427792,5.2129659,13.86945065,0,0,15,0.111991986,17.70120735,8015.023224,106.4885,92.3542,122.4165,1.164683794,0.512642529,3.45E-08,3.44E-09,2.66E-09,32.5406,23.1283,93.7589,55.8378,31.7286,14.2873,26.8683,32.3802
PA16,421,LN,38,4,Hybrid,F2,2.398889616,0.718354476,1.68053514,2.339423217,13,1269.333838,2860.821059,1702.327426,5.3957043,14.8311879,0.323572278,19.25412154,19,0.150158274,20.90308886,7741.856457,121.4731,76.7507,151.3156,1.628405894,0.789230164,4.14E-08,4.17E-09,2.08E-09,27.3485,17.6404,92.17295,44.5079,25.6038,17.6404,24.93878333,23.61505
PA16,422,LN,1,4,Hybrid,F2,4.14823964,1.34821794,2.8000217,2.076831659,13,2136.844225,2339.991762,835.7048667,7.0428208,15.77539315,0.552776797,19.74187545,17,0.179638407,13.32413713,10895.07255,122.2436,114.6601,139.9626,1.116560163,0.444844529,8.05E-08,8.27E-09,4.91E-09,39.0327,21.146,98.17575,60.9485,33.0574,21.146,25.76105,43.8465
PA16,423,LN,27,4,Hybrid,F2,3.362358321,0.98305772,2.379300601,2.420306106,13,1980.431213,1964.274785,825.5681455,6.2887055,13.05025113,0.42859907,18.01365789,15,0.071964838,7.320509957,5065.383003,76.4401,85.8559,94.3931,1.093979936,0.405503375,1.46E-08,1.44E-09,1.05E-09,39.2716,23.9984,110.84685,52.469,35.3581,22.5454,30.24823333,39.53655
PA16,426,LN,8,4,Hybrid,F2,3.480117943,1.245725954,2.234391989,1.793646493,14.5,1197.348113,3192.931069,1428.99325,6.4541318,17.89931419,0.004716756,0.211097978,21,0.150771642,12.10311478,7508.01722,104.3948,93.1949,120.3691,1.120177177,0.45061989,4.72E-08,4.92E-09,2.31E-09,29.8497,19.2952,85.84005,41.9589,33.87775,13.40075,24.30938333,22.80825
PA16,427,LN,44,4,Hybrid,F2,1.698776609,0.577260399,1.12151621,1.942825477,10,1250.59935,1590.409093,1418.088369,4.4570785,15.77181808,0.067397349,6.009485069,19,0.126438217,21.90315108,6940.897379,111.2961,79.025,124.0257,1.451887801,0.724990889,3.18E-08,2.85E-09,1.72E-09,29.96425,23.41185,92.85785,41.5907,37.6395,18.8514,24.68736667,37.863
PA16,428,LN,37,4,Hybrid,F2,4.495562418,1.646025201,2.849537217,1.73116257,15,1377.796625,3267.080042,1146.530048,7.3217922,18.27127952,0.285269252,10.01107305,26,0.133451393,8.107493893,5325.954959,86.91135,78.13225,104.5214,1.112550682,0.438274398,0.00000003,2.46E-09,1.16E-09,33.3244,17.5778,84.55965,47.1965,31.70885,16.1731,23.21711667,38.7192
PA16,429,LN,33,4,Hybrid,F2,4.498559024,1.573278727,2.925280297,1.859352858,16,1431.338725,4182.054964,1429.625382,7.4433029,18.54401825,0.852761974,29.15146197,26,0.170951563,10.8659426,6885.572838,102.2762,87.56315,127.4946,1.17220704,0.521487789,4.95E-08,3.80E-09,1.92E-09,29.8431,18.6026,86.80345,57.0845,27.9876,17.92865,23.19335,30.41345
PA16,430,LN,12,4,Hybrid,F2,4.641299219,1.423858374,3.217440845,2.259663534,15,2218.442113,2623.939819,815.5363051,7.5441212,15.71475365,1.291431929,40.13848244,17,0.241910475,16.98978493,13546.15891,148.6894,117.4002,183.156,1.253786097,0.603207609,0.000000142,0.000000016,7.21E-09,39.5124,33.57435,129.68195,59.305,46.70805,24.5926,35.38046667,34.21615
PA16,431,LN,41,4,Hybrid,F2,1.548194332,0.485829671,1.062364661,2.186701894,12.5,1026.102238,1727.73009,1626.306063,4.3102686,15.23093259,0.268872626,25.30888267,15,0.095267,19.60913583,6324.246454,97.0194,85.2851,123.0733,1.213193125,0.566195369,2.55E-08,3.55E-09,1.52E-09,27.9804,13.46765,83.0084,37.5395,33.114,12.4484,23.69345,24.61215
PA16,432,LN,9,4,Hybrid,F2,2.991525311,1.034855898,1.956669413,1.890765097,13.5,1599.9448,2392.340072,1222.659309,5.915664,16.17758652,0.057091003,2.917764352,18,0.129540219,12.51770604,7675.780432,108.3402,91.87175,125.8772,1.200653676,0.553276757,4.02E-08,4.14E-09,2.35E-09,32.27025,19.57375,92.71305,57.672,26.95165,18.4983,24.83745,35.0997
PA16,433,LN,29,4,Hybrid,F2,4.987949996,1.778664142,3.209285854,1.804323694,17,1889.579475,4477.264557,1395.096841,7.7888229,18.46627132,0.116660674,3.635097614,24,0.152561957,8.577333596,6721.220294,95.52005,91.73455,112.8883,1.073942705,0.363658757,4.39E-08,3.39E-09,1.86E-09,30.21015,14.61005,61.17115,54.2861,21.78725,13.80055,16.31981667,21.2475
PA16,434,LN,22,4,Hybrid,F2,2.477540351,0.819925988,1.657614364,2.021663405,13.5,1276.842325,2611.253687,1575.308313,5.4757672,16.650748,0.019205823,1.158642409,19,0.11425407,13.93468091,6812.673576,100.0892,84.8025,111.296,1.186387708,0.538078432,3.01E-08,2.64E-09,1.85E-09,28.4297,17.32805,89.5001,45.3102,25.5254,16.1105,24.53583333,29.35395
PA16,435,LN,6,4,Hybrid,F2,1.752934744,0.389958157,1.362976587,3.49518676,11.5,1141.609163,1690.599006,1240.372742,4.65401,11.07542101,0.428512667,31.43947378,15,0.059212112,15.18422202,4261.025902,75.9504,72.661,82.7335,1.062211579,0.337202816,1.03E-08,1.01E-09,7.52E-10,32.039,35.19425,128.9187,45.0763,32.99905,19.8193,36.58203333,27.55215
PA16,436,LN,43,4,Hybrid,F2,1.548040937,0.354220567,1.19382037,3.370274007,11,1942.056925,961.9970602,805.8139103,4.3290175,10.5284249,0.428316337,35.87778761,13,0.074419703,21.00942452,5931.180487,97.808,77.8113,110.9631,1.232385654,0.584443636,1.73E-08,0.000000002,1.39E-09,39.75005,24.85075,113.76615,52.1911,36.2056,16.6153,32.5077,41.33465
PA16,438,LN,7,4,Hybrid,F2,3.97260232,1.357956518,2.614645802,1.925426748,15,1584.761325,3176.658316,1214.947858,6.9095152,17.04094662,0.00784189,0.299921702,18,0.128464109,9.460104753,7164.79527,97.7368,94.57485,112.771,1.041164117,0.27839798,3.89E-08,3.65E-09,2.12E-09,32.3725,15.5925,77.8199,47.6425,23.58855,13.6541,21.43575,27.6642
PA16,439,LN,35,4,Hybrid,F2,2.128082435,0.647009684,1.481072751,2.289104456,13,1251.126563,2508.605615,1693.776092,5.04689,14.51906011,0.235577043,15.90583869,18,0.092103452,14.23525086,5247.689075,91.20205,68.9513,101.1853,1.213471871,0.566115668,1.88E-08,1.83E-09,0.000000001,27.41745,22.98525,90.4854,42.5646,31.6018,16.8238,24.66308333,28.7875
PA16,440,LN,2,4,Hybrid,F2,1.994178094,0.510311035,1.483867059,2.907769886,11,1693.050538,1380.519445,930.3525111,4.8627649,11.19873434,0.150347987,10.13217361,11,0.109273923,21.41320006,10186.68686,124.2945,107.2308,134.1465,1.207230572,0.56022249,0.000000044,5.53E-09,4.24E-09,36.994,27.75345,120.34955,50.9599,34.948,19.09615,33.79771667,38.95645
PA16,442,LN,39,4,Hybrid,F2,2.169079296,0.495414162,1.673665133,3.378315077,11,2244.420175,1233.234886,736.846853,5.0841808,9.797571489,0.02901448,1.733589296,10,0.098430484,19.86832271,10039.02515,120.2773,111.03895,130.0813,1.08807257,0.393832103,4.06E-08,5.55E-09,4.17E-09,41.5687,38.17605,155.37615,59.2648,45.54785,27.3548,42.85335,41.014
PA16,443,LN,26,4,Hybrid,F2,1.829228645,0.531212932,1.298015713,2.443494192,12.5,1326.921013,2068.293628,1593.427266,4.7812967,15.53063827,0.242580453,18.68856062,15,0.109932667,20.69465197,7778.05301,109.6687,83.7043,137.4537,1.265610179,0.612935805,3.24E-08,3.95E-09,2.22E-09,28.2676,19.65065,80.5496,47.5113,36.6944,19.65065,20.36545,24.9178
PA16,444,LN,36,4,Hybrid,F2,2.904170876,0.955181481,1.948989395,2.040438841,13.5,1472.069438,2571.442862,1319.372424,5.928025,16.51669316,0.430889361,22.10834814,21,0.104378501,10.92760935,5158.162914,86.424,76.6301,102.4907,1.105651633,0.426592343,2.28E-08,2.20E-09,1.08E-09,31.065,20.2094,101.2194,42.2842,31.382,16.84425,28.27943333,34.92615
PA16,101,HN,24,3,Hybrid,F1,2.696189816,0.776473373,1.919716443,2.472353217,15,1389.255488,2650.350923,1380.595001,5.6605821,13.23144187,0.050202264,2.615087457,16,0.124445413,16.02700323,8245.320727,110.5333,95.71385,120.0391,1.156362606,0.502071474,4.07E-08,3.84E-09,2.76E-09,30.3684,17.6575,76.1466,46.5976,30.30295,15.95455,21.13608333,30.21725
PA16,102,HN,4,3,Hybrid,F1,4.159037577,1.2111034,2.947934177,2.434089588,16.5,1951.880738,2678.551922,908.6199901,7.1252263,14.57889978,0.052760302,1.78973812,23,0.153683636,12.68955535,7180.909886,103.364,86.7749,118.0604,1.188185208,0.540070728,4.45E-08,3.91E-09,2.10E-09,37.4338,19.93615,90.38805,57.0845,29.7921,19.0591,23.87421667,37.8508
PA16,103,HN,39,3,Hybrid,F1,3.47515887,1.091790533,2.383368337,2.182990477,16.5,1456.3768,3144.55046,1319.372424,6.4178274,14.72681555,0,0,19,0.163579285,14.98266198,9296.179716,119.3654,100.0893,132.1182,1.196677367,0.549266679,5.86E-08,5.20E-09,3.47E-09,31.065,13.9173,61.5745,42.9862,24.15755,13.8787,15.92971667,25.3595
PA16,104,HN,38,3,Hybrid,F1,2.665260078,0.75908387,1.906176208,2.511153619,16.5,1195.798975,3177.542486,1666.972063,5.5344125,11.56688384,0,0,16,0.126544785,16.67072502,8171.143179,108.7742,97.3371,118.3424,1.13226952,0.468844568,4.23E-08,4.53E-09,2.74E-09,27.637,17.4867,68.8892,39.1831,20.7647,18.8455,16.74198333,31.48565
PA16,105,HN,3,3,Hybrid,F1,2.557644223,0.743207131,1.814437092,2.441361252,14,1442.345163,2475.310049,1364.230295,5.5179259,13.46336059,0,0,16,0.141855535,19.08694486,8944.647601,121.1819,95.7307,140.6011,1.247408773,0.59777593,5.11E-08,6.01E-09,3.15E-09,30.55,21.1475,84.97085,44.4114,28.4096,17.53655,22.4868,38.77215
PA16,106,HN,40,3,Hybrid,F1,2.717073238,0.761213556,1.955859682,2.56939681,15,1527.630688,2755.711459,1408.951514,5.7100733,13.1775382,0.00085961,0.043950474,13,0.117975022,15.49828179,9327.714602,116.2067,102.0181,129.5429,1.116331877,0.444475603,4.52E-08,6.04E-09,3.53E-09,30.06125,16.15785,73.3446,52.4487,27.46195,12.683,20.28595,25.2908
PA16,107,HN,41,3,Hybrid,F1,3.988286726,1.320410467,2.667876258,2.020490086,14.5,1603.24945,3007.287555,1127.221529,6.9605901,16.81563348,0.24628067,9.231337823,21,0.283870142,21.49862858,14239.79888,156.6471,114.8964,173.2223,1.401162088,0.700458327,0.00000015,1.32E-08,7.83E-09,33.6086,21.69275,98.00795,49.9382,34.42585,22.7902,25.25296667,38.1303
PA16,108,HN,33,3,Hybrid,F1,2.040785601,0.625422619,1.415362982,2.263050519,16.5,852.0814441,2462.03163,1739.505456,6.031474533,30.07775721,0,0,21,0.136225572,21.78136314,6141.707523,93.51808554,85.56383855,150.1558807,1.088603386,0.395169545,4.12E-08,6.51E-09,1.55E-09,27.05466506,11.7259753,57.59408313,46.48333012,19.80870542,11.7259753,15.52825602,29.50473614
PA16,109,HN,37,3,Hybrid,F1,3.116769754,0.950014879,2.166754875,2.280758885,12.5,1816.451013,2017.296086,931.0218286,6.0929675,14.35915147,0.005181447,0.239133991,19,0.147486957,15.5246997,8541.097677,117.2537,86.9119,142.5341,1.336169218,0.663238393,4.69E-08,5.16E-09,2.69E-09,36.9807,36.1391,140.39615,52.4186,35.7832,24.2209,38.77326667,34.85685
PA16,110,HN,29,3,Hybrid,F1,3.303961946,0.968477042,2.335484904,2.411502599,13.5,2221.095763,2160.553961,925.0986626,6.3457394,14.62883042,0.137046405,5.868006449,22,0.145731862,15.04752884,6953.078708,100.4921,84.5582,119.5979,1.231476398,0.583593443,4.12E-08,3.99E-09,1.91E-09,37.0989,25.2046,94.41525,65.0405,35.51805,19.0577,25.23345,33.07525
PA16,112,HN,16,3,Hybrid,F1,2.462412201,0.708063637,1.754348564,2.477670751,12.5,1940.276538,1642.945629,936.4989736,5.4449304,13.76758637,0.002287327,0.130380413,14,0.108852768,15.37330296,8359.314358,112.1073,94.49425,124.0991,1.164200432,0.512037988,3.56E-08,4.08E-09,2.83E-09,36.8724,27.15295,113.15095,54.2005,29.9451,19.75255,31.40551667,33.52895
PA16,113,HN,25,3,Hybrid,F1,3.733958822,1.12809042,2.605868402,2.309981857,16,1694.187875,2954.905195,1133.942602,6.688605,14.44495526,0.007403327,0.284102094,19,0.147660752,13.08944295,8517.291929,109.5239,98.9066,125.2455,1.12778217,0.462352796,5.04E-08,5.32E-09,2.97E-09,33.50885,17.1526,72.82455,48.5972,28.3165,15.40375,19.25168333,35.96735
PA16,114,HN,12,3,Hybrid,F1,4.042921488,1.196406878,2.84651461,2.37921953,14.5,2083.029888,2780.528364,976.8185818,6.9610988,14.08206255,0,0,17,0.181267125,15.1509598,11227.09633,134.0849,106.8973,152.4298,1.229194247,0.581507465,8.25E-08,9.48E-09,4.96E-09,36.1034,21.58605,101.08355,56.3855,29.14595,14.5727,29.7527,31.0308
PA16,115,HN,27,3,Hybrid,F1,2.60722783,0.718408695,1.888819135,2.629170762,14.5,1459.139725,2407.747217,1274.736777,5.654976,13.84720871,0.099595501,5.272897703,14,0.097931518,13.63172779,7253.419455,101.6986,93.6694,109.1465,1.098803383,0.414368625,2.91E-08,2.94E-09,2.15E-09,31.6042,20.32125,91.59865,50.1582,30.0545,19.5068,24.08163333,35.81025
PA16,116,HN,15,3,Hybrid,F1,4.013341186,1.326860988,2.686480198,2.024688512,13.5,1949.935513,3019.196256,1123.84832,6.9341203,16.20745487,0.052074817,1.938403147,21,0.217140101,16.36494727,10301.67927,127.204,105.891,156.2668,1.255216114,0.604407191,9.46E-08,9.63E-09,4.27E-09,33.659,22.0007,93.91435,54.9127,26.80265,20.38255,24.89585,41.4926
PA16,117,HN,26,3,Hybrid,F1,2.721725129,0.783463274,1.938261856,2.473966452,15.5,1188.68515,3152.184476,1626.294439,5.6845218,13.18051203,0.010936942,0.564265425,18,0.155510882,19.84916044,8503.708807,114.4687,94.4536,136.4476,1.250863032,0.600715832,5.45E-08,5.71E-09,2.87E-09,27.9805,19.13405,82.10355,46.1502,28.2121,17.1001,21.91573333,25.2441
PA16,118,HN,6,3,Hybrid,F1,3.83621912,1.35805796,2.47816116,1.82478306,12.5,1875.333838,2103.84721,848.9549608,6.7661254,17.52360641,0.254964632,10.28846048,25,0.250667639,18.45780128,10258.51479,130.2946,100.8654,172.3885,1.355629307,0.675167139,0.000000103,1.06E-08,3.89E-09,38.7269,21.96005,120.56195,59.5497,33.18985,21.5262,33.46656667,46.59715
