 ******* Program HYDRUS
 ******* 
 Root water uptake in a soil profile                                     
 Date:   7.10.2021    Time:  16:18: 9
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       5.0000  0.00000E+00  0.50000E+00  0.97419E-01  0.20904E+00 -0.32425E-02  0.00000E+00  0.25000E+01  0.98367E-01  0.12369E+01 -0.16213E-01 -0.93354E+04 -0.63822E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.67231E+02  0.00000E+00  0.10234E+00     30  0.00000E+00      0.000
       5.3333  0.00000E+00  0.50000E+00 -0.40412E+00  0.41110E+00 -0.32425E-02  0.00000E+00  0.26667E+01 -0.36338E-01  0.13740E+01 -0.17293E-01 -0.27025E+04 -0.79203E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.67063E+02  0.00000E+00  0.10234E+00     31  0.00000E+00      0.000
       5.4074  0.00000E+00  0.50000E+00  0.31586E+00  0.25317E+00 -0.32425E-02  0.00000E+00  0.27037E+01 -0.12941E-01  0.13927E+01 -0.17534E-01 -0.90486E+04 -0.78561E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.67025E+02  0.00000E+00  0.12573E+00     32  0.00000E+00      0.000
       5.4815  0.00000E+00  0.50000E+00 -0.24216E-02  0.25438E+00 -0.32425E-02  0.00000E+00  0.27407E+01 -0.13120E-01  0.14116E+01 -0.17774E-01 -0.92701E+04 -0.81544E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.66988E+02  0.00000E+00  0.12573E+00     33  0.00000E+00      0.000
       5.5556  0.00000E+00  0.50000E+00 -0.41498E-02  0.25645E+00 -0.32425E-02  0.00000E+00  0.27778E+01 -0.13428E-01  0.14306E+01 -0.18014E-01 -0.95834E+04 -0.84866E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.66951E+02  0.00000E+00  0.12573E+00     34  0.00000E+00      0.000
       5.6296  0.00000E+00  0.50000E+00  0.38437E-02  0.25393E+00 -0.32425E-02  0.00000E+00  0.28148E+01 -0.13143E-01  0.14494E+01 -0.18254E-01 -0.10000E+05 -0.88142E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.66914E+02  0.00000E+00  0.12602E+00     35  0.00000E+00      0.000
       5.7222  0.00000E+00  0.50000E+00 -0.32444E-01  0.26606E+00 -0.32425E-02  0.00000E+00  0.28611E+01 -0.16147E-01  0.14740E+01 -0.18554E-01 -0.10000E+05 -0.92453E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.66868E+02  0.30040E-02  0.12602E+00     36  0.00000E+00      0.000
       5.8611  0.00000E+00  0.50000E+00 -0.60748E-01  0.28015E+00 -0.32425E-02  0.00000E+00  0.29306E+01 -0.24584E-01  0.15129E+01 -0.19005E-01 -0.10000E+05 -0.98940E+04 -0.30000E+03  0.00000E+00  0.00000E+00  0.66803E+02  0.11441E-01  0.12602E+00     37  0.00000E+00      0.000
       6.0000  0.00000E+00  0.50000E+00 -0.10404E+00  0.30078E+00 -0.32425E-02  0.00000E+00  0.30000E+01 -0.39035E-01  0.15547E+01 -0.19455E-01 -0.10000E+05 -0.10459E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66754E+02  0.25892E-01  0.12602E+00     38  0.00000E+00      0.000
       6.1250  0.00000E+00  0.50000E+00 -0.12553E+00  0.31385E+00 -0.32425E-02  0.00000E+00  0.30625E+01 -0.54726E-01  0.15939E+01 -0.19860E-01 -0.10000E+05 -0.11408E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66702E+02  0.25892E-01  0.12602E+00     39  0.00000E+00      0.000
       6.2125  0.00000E+00  0.50000E+00 -0.18368E+00  0.33861E+00 -0.32425E-02  0.00000E+00  0.31063E+01 -0.70799E-01  0.16236E+01 -0.20144E-01 -0.10000E+05 -0.11561E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66687E+02  0.41964E-01  0.12602E+00     40  0.00000E+00      0.000
       6.2738  0.00000E+00  0.50000E+00 -0.11747E+00  0.31226E+00 -0.32425E-02  0.00000E+00  0.31369E+01 -0.78004E-01  0.16427E+01 -0.20343E-01 -0.10000E+05 -0.11649E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66666E+02  0.41964E-01  0.12602E+00     41  0.00000E+00      0.000
       6.3168  0.00000E+00  0.50000E+00 -0.76385E-01  0.28736E+00 -0.32425E-02  0.00000E+00  0.31584E+01 -0.81284E-01  0.16551E+01 -0.20482E-01 -0.10000E+05 -0.10611E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66702E+02  0.45244E-01  0.12602E+00     42  0.00000E+00      0.000
       6.3597  0.00000E+00  0.50000E+00 -0.77830E-01  0.28891E+00 -0.32425E-02  0.00000E+00  0.31799E+01 -0.84626E-01  0.16675E+01 -0.20622E-01 -0.10000E+05 -0.10638E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66693E+02  0.45244E-01  0.12602E+00     43  0.00000E+00      0.000
       6.4027  0.00000E+00  0.50000E+00 -0.93023E-01  0.29575E+00 -0.32425E-02  0.00000E+00  0.32013E+01 -0.88620E-01  0.16802E+01 -0.20761E-01 -0.10000E+05 -0.10780E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66680E+02  0.49238E-01  0.12602E+00     44  0.00000E+00      0.000
       6.4585  0.00000E+00  0.50000E+00 -0.10337E+00  0.30168E+00 -0.32425E-02  0.00000E+00  0.32292E+01 -0.94390E-01  0.16970E+01 -0.20942E-01 -0.10000E+05 -0.10960E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66663E+02  0.55008E-01  0.12602E+00     45  0.00000E+00      0.000
       6.5126  0.00000E+00  0.50000E+00 -0.11770E+00  0.30761E+00 -0.32425E-02  0.00000E+00  0.32563E+01 -0.10076E+00  0.17137E+01 -0.21117E-01 -0.10000E+05 -0.11142E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66647E+02  0.55008E-01  0.12602E+00     46  0.00000E+00      0.000
       6.5823  0.00000E+00  0.50000E+00 -0.13134E+00  0.31567E+00 -0.32425E-02  0.00000E+00  0.32911E+01 -0.10991E+00  0.17356E+01 -0.21343E-01 -0.10000E+05 -0.11426E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66623E+02  0.55008E-01  0.12602E+00     47  0.00000E+00      0.000
       6.6519  0.00000E+00  0.50000E+00 -0.15422E+00  0.32522E+00 -0.32425E-02  0.00000E+00  0.33259E+01 -0.12065E+00  0.17583E+01 -0.21569E-01 -0.10000E+05 -0.11737E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66600E+02  0.55008E-01  0.12602E+00     48  0.00000E+00      0.000
       6.7215  0.00000E+00  0.50000E+00 -0.16431E+00  0.33236E+00 -0.32425E-02  0.00000E+00  0.33608E+01 -0.13209E+00  0.17814E+01 -0.21795E-01 -0.10000E+05 -0.12055E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66575E+02  0.55008E-01  0.12602E+00     49  0.00000E+00      0.000
       6.7911  0.00000E+00  0.50000E+00 -0.17665E+00  0.33582E+00 -0.32425E-02  0.00000E+00  0.33956E+01 -0.14439E+00  0.18048E+01 -0.22020E-01 -0.10000E+05 -0.12211E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66561E+02  0.55008E-01  0.12602E+00     50  0.00000E+00      0.000
       6.8608  0.00000E+00  0.50000E+00 -0.18946E+00  0.34619E+00 -0.32425E-02  0.00000E+00  0.34304E+01 -0.15758E+00  0.18289E+01 -0.22246E-01 -0.10000E+05 -0.12569E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66538E+02  0.68199E-01  0.12602E+00     51  0.00000E+00      0.000
       6.9072  0.00000E+00  0.50000E+00 -0.18158E+00  0.33884E+00 -0.32425E-02  0.00000E+00  0.34536E+01 -0.16600E+00  0.18446E+01 -0.22397E-01 -0.10000E+05 -0.12474E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66535E+02  0.76627E-01  0.12602E+00     52  0.00000E+00      0.000
       6.9536  0.00000E+00  0.50000E+00 -0.10158E+00  0.30079E+00 -0.32425E-02  0.00000E+00  0.34768E+01 -0.17072E+00  0.18586E+01 -0.22547E-01 -0.10000E+05 -0.11292E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66604E+02  0.81342E-01  0.12602E+00     53  0.00000E+00      0.000
       7.0000  0.00000E+00  0.50000E+00 -0.10712E+00  0.30256E+00 -0.32425E-02  0.00000E+00  0.35000E+01 -0.17569E+00  0.18726E+01 -0.22698E-01 -0.10000E+05 -0.11309E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66592E+02  0.81342E-01  0.12602E+00     54  0.00000E+00      0.000
       7.0508  0.00000E+00  0.50000E+00 -0.11187E+00  0.30593E+00 -0.32425E-02  0.00000E+00  0.35254E+01 -0.18137E+00  0.18882E+01 -0.22862E-01 -0.10000E+05 -0.11360E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66585E+02  0.87025E-01  0.12602E+00     55  0.00000E+00      0.000
       7.1016  0.00000E+00  0.50000E+00 -0.12013E+00  0.30879E+00 -0.32425E-02  0.00000E+00  0.35508E+01 -0.18748E+00  0.19039E+01 -0.23027E-01 -0.10000E+05 -0.11421E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66579E+02  0.87025E-01  0.12602E+00     56  0.00000E+00      0.000
       7.1676  0.00000E+00  0.50000E+00 -0.13072E+00  0.31536E+00 -0.32425E-02  0.00000E+00  0.35838E+01 -0.19611E+00  0.19247E+01 -0.23241E-01 -0.10000E+05 -0.11595E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66563E+02  0.95656E-01  0.12602E+00     57  0.00000E+00      0.000
       7.2337  0.00000E+00  0.50000E+00 -0.14786E+00  0.32215E+00 -0.32425E-02  0.00000E+00  0.36168E+01 -0.20587E+00  0.19460E+01 -0.23455E-01 -0.10000E+05 -0.11816E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66545E+02  0.95656E-01  0.12602E+00     58  0.00000E+00      0.000
       7.2997  0.00000E+00  0.50000E+00 -0.15693E+00  0.32846E+00 -0.32425E-02  0.00000E+00  0.36498E+01 -0.21623E+00  0.19676E+01 -0.23669E-01 -0.10000E+05 -0.12047E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66528E+02  0.10602E+00  0.12602E+00     59  0.00000E+00      0.000
       7.3657  0.00000E+00  0.50000E+00 -0.17599E+00  0.33583E+00 -0.32425E-02  0.00000E+00  0.36829E+01 -0.22786E+00  0.19898E+01 -0.23884E-01 -0.10000E+05 -0.12298E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66511E+02  0.11764E+00  0.12602E+00     60  0.00000E+00      0.000
       7.4292  0.00000E+00  0.50000E+00 -0.17844E+00  0.33939E+00 -0.32425E-02  0.00000E+00  0.37146E+01 -0.23917E+00  0.20114E+01 -0.24089E-01 -0.10000E+05 -0.12484E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66495E+02  0.11764E+00  0.12602E+00     61  0.00000E+00      0.000
       7.4926  0.00000E+00  0.50000E+00 -0.19507E+00  0.34515E+00 -0.32425E-02  0.00000E+00  0.37463E+01 -0.25155E+00  0.20332E+01 -0.24295E-01 -0.10000E+05 -0.12670E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66479E+02  0.11764E+00  0.12602E+00     62  0.00000E+00      0.000
       7.5560  0.00000E+00  0.50000E+00 -0.20041E+00  0.35046E+00 -0.32425E-02  0.00000E+00  0.37780E+01 -0.26426E+00  0.20555E+01 -0.24501E-01 -0.10000E+05 -0.12891E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66465E+02  0.13035E+00  0.12602E+00     63  0.00000E+00      0.000
       7.6194  0.00000E+00  0.50000E+00 -0.21784E+00  0.35608E+00 -0.32425E-02  0.00000E+00  0.38097E+01 -0.27808E+00  0.20781E+01 -0.24706E-01 -0.10000E+05 -0.13098E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66448E+02  0.13035E+00  0.12602E+00     64  0.00000E+00      0.000
       7.6829  0.00000E+00  0.50000E+00 -0.21732E+00  0.31904E+00 -0.32425E-02  0.00000E+00  0.38414E+01 -0.29186E+00  0.20983E+01 -0.24912E-01 -0.10000E+05 -0.13315E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66435E+02  0.13035E+00  0.12602E+00     65  0.00000E+00      0.000
       7.7463  0.00000E+00  0.50000E+00 -0.22235E+00  0.33479E+00 -0.32425E-02  0.00000E+00  0.38731E+01 -0.30596E+00  0.21195E+01 -0.25118E-01 -0.10000E+05 -0.13264E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66436E+02  0.13035E+00  0.12602E+00     66  0.00000E+00      0.000
       7.8097  0.00000E+00  0.50000E+00 -0.15744E+00  0.33083E+00 -0.32425E-02  0.00000E+00  0.39049E+01 -0.31595E+00  0.21405E+01 -0.25323E-01 -0.10000E+05 -0.12393E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66488E+02  0.13035E+00  0.12602E+00     67  0.00000E+00      0.000
       7.8731  0.00000E+00  0.50000E+00 -0.17114E+00  0.33305E+00 -0.32425E-02  0.00000E+00  0.39366E+01 -0.32680E+00  0.21616E+01 -0.25529E-01 -0.10000E+05 -0.12478E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66471E+02  0.14121E+00  0.12602E+00     68  0.00000E+00      0.000
       7.9154  0.00000E+00  0.50000E+00 -0.10817E+00  0.30409E+00 -0.32425E-02  0.00000E+00  0.39577E+01 -0.33138E+00  0.21745E+01 -0.25666E-01 -0.10000E+05 -0.11627E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66509E+02  0.14121E+00  0.12602E+00     69  0.00000E+00      0.000
       7.9577  0.00000E+00  0.50000E+00 -0.98570E-01  0.29831E+00 -0.32425E-02  0.00000E+00  0.39789E+01 -0.33554E+00  0.21871E+01 -0.25803E-01 -0.10000E+05 -0.11351E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66520E+02  0.14121E+00  0.12602E+00     70  0.00000E+00      0.000
       8.0000  0.00000E+00  0.50000E+00 -0.95807E-01  0.29790E+00 -0.32425E-02  0.00000E+00  0.40000E+01 -0.33960E+00  0.21997E+01 -0.25940E-01 -0.10000E+05 -0.11295E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66522E+02  0.14526E+00  0.12602E+00     71  0.00000E+00      0.000
       8.0601  0.00000E+00  0.50000E+00 -0.11368E+00  0.30563E+00 -0.32425E-02  0.00000E+00  0.40300E+01 -0.34643E+00  0.22181E+01 -0.26135E-01 -0.10000E+05 -0.11422E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66508E+02  0.14526E+00  0.12602E+00     72  0.00000E+00      0.000
       8.1202  0.00000E+00  0.50000E+00 -0.11565E+00  0.30782E+00 -0.32425E-02  0.00000E+00  0.40601E+01 -0.35338E+00  0.22366E+01 -0.26330E-01 -0.10000E+05 -0.11495E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66502E+02  0.15221E+00  0.12602E+00     73  0.00000E+00      0.000
       8.1983  0.00000E+00  0.50000E+00 -0.13366E+00  0.31498E+00 -0.32425E-02  0.00000E+00  0.40992E+01 -0.36382E+00  0.22612E+01 -0.26583E-01 -0.10000E+05 -0.11647E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66490E+02  0.15221E+00  0.12602E+00     74  0.00000E+00      0.000
       8.2764  0.00000E+00  0.50000E+00 -0.14832E+00  0.32492E+00 -0.32425E-02  0.00000E+00  0.41382E+01 -0.37540E+00  0.22866E+01 -0.26837E-01 -0.10000E+05 -0.12027E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66465E+02  0.15221E+00  0.12602E+00     75  0.00000E+00      0.000
       8.3545  0.00000E+00  0.50000E+00 -0.17741E+00  0.33578E+00 -0.32425E-02  0.00000E+00  0.41773E+01 -0.38926E+00  0.23128E+01 -0.27090E-01 -0.10000E+05 -0.12305E+05 -0.30000E+03  0.00000E+00  0.00000E+00  0.66450E+02  0.15221E+00  0.12602E+00     76  0.00000E+00      0.000
